"","INSTNM","LATITUDE","LONGITUDE","ADM_RATE","AANAPII","HSI","WOMENONLY","RELAFFIL"
"6001","ITT Technical Institute-Clovis",36.8366,-119.7013,92.9,FALSE,FALSE,FALSE,"NULL"
"6011","The Art Institute of California-Argosy University Inland Empire",34.0714,-117.27,NA,FALSE,FALSE,FALSE,"NULL"
"6013","West Hills College-Lemoore",36.2924,-119.8239,NA,FALSE,FALSE,FALSE,"NULL"
"6033","Milan Institute-Clovis",36.8085,-119.7249,NA,FALSE,FALSE,FALSE,"NULL"
"6062","Beaumont Adult School",33.9514,-116.9647,NA,FALSE,FALSE,FALSE,"NULL"
"6063","Make-up Designory",34.1802,-118.3083,NA,FALSE,FALSE,FALSE,"NULL"
"6064","Video Symphony EnterTraining Inc",34.1839,-118.3115,NA,FALSE,FALSE,FALSE,"NULL"
"6065","Gnomon School of Visual Effects",34.0901,-118.3291,83.33,FALSE,FALSE,FALSE,"NULL"
"6066","Coachella Valley Beauty College",33.7074,-116.2778,NA,FALSE,FALSE,FALSE,"NULL"
"6067","Career College of California",33.748,-117.8662,NA,FALSE,FALSE,FALSE,"NULL"
"6068","Valley College of Medical Careers",34.222,-118.6054,NA,FALSE,FALSE,FALSE,"NULL"
"6097","University of the West",34.046,-118.083,NA,FALSE,FALSE,FALSE,"NULL"
"6103","Paul Mitchell the School-San Diego",32.719,-117.1608,NA,FALSE,FALSE,FALSE,"NULL"
"6105","Paul Mitchell the School-Sherman Oaks",34.1539,-118.4665,NA,FALSE,FALSE,FALSE,"NULL"
"6114","The Art Institute of California-Argosy University Sacramento",38.6221,-121.5191,NA,FALSE,FALSE,FALSE,"NULL"
"6137","International Academy of Design and Technology-Sacramento",38.6554,-121.5208,NA,FALSE,FALSE,FALSE,"NULL"
"6143","Argosy University-Inland Empire",34.066,-117.5788,NA,FALSE,FALSE,FALSE,"NULL"
"6145","Argosy University-San Diego",32.7755,-117.158,NA,FALSE,FALSE,FALSE,"NULL"
"6155","InterCoast Colleges-Carson",33.8332,-118.2591,NA,FALSE,FALSE,FALSE,"NULL"
"6157","Carrington College California-Stockton",37.999,-121.3232,100,FALSE,FALSE,FALSE,"NULL"
"6158","Carrington College California-Citrus Heights",38.68,-121.2942,100,FALSE,FALSE,FALSE,"NULL"
"6177","InfoTech Career College",33.8808,-118.1417,NA,FALSE,FALSE,FALSE,"NULL"
"6178","Trident University International",33.8052,-118.0348,NA,FALSE,FALSE,FALSE,"NULL"
"6179","Coastline Beauty College",33.7154,-117.9402,NA,FALSE,FALSE,FALSE,"NULL"
"6180","Career College Consultants",34.1376,-118.2149,NA,FALSE,FALSE,FALSE,"NULL"
"6181","San Diego College",32.9106,-117.1206,NA,FALSE,FALSE,FALSE,"NULL"
"6245","The Art Institute of California-Argosy University-Silicon Valley",37.3732,-121.9994,NA,FALSE,FALSE,FALSE,"NULL"
"6262","Le Cordon Bleu College of Culinary Arts-Sacramento",38.6554,-121.5212,NA,FALSE,FALSE,FALSE,"NULL"
"6313","Milan Institute of Cosmetology-Fairfield",38.2484,-122.0455,NA,FALSE,FALSE,FALSE,"NULL"
"6315","Milan Institute of Cosmetology-Visalia",36.3019,-119.3099,NA,FALSE,FALSE,FALSE,"NULL"
"6322","Taft University System",33.697,-117.9145,NA,FALSE,FALSE,FALSE,"NULL"
"6323","Mayfield College",33.7826,-116.4642,NA,FALSE,FALSE,FALSE,"NULL"
"6324","International Polytechnic Institute",32.6908,-115.4927,NA,FALSE,FALSE,FALSE,"NULL"
"6325","Academy of Esthetics and Cosmetology",34.2849,-118.444,NA,FALSE,FALSE,FALSE,"NULL"
"6326","BioHealth College",37.3875,-121.9302,NA,FALSE,FALSE,FALSE,"NULL"
"6327","International Professional School of Bodywork",32.8213,-117.1341,NA,FALSE,FALSE,FALSE,"NULL"
"6328","Borner's Barber College",33.9504,-118.3087,NA,FALSE,FALSE,FALSE,"NULL"
"6329","Paul Mitchell the School-Pasadena",34.0946,-118.1233,NA,FALSE,FALSE,FALSE,"NULL"
"6330","San Francisco Institute of Esthetics and Cosmetology",37.777,-122.4071,NA,FALSE,FALSE,FALSE,"NULL"
"6331","Laurus College",35.2682,-120.6695,NA,FALSE,FALSE,FALSE,"NULL"
"6332","Healing Hands School of Holistic Health",33.1296,-117.0866,NA,FALSE,FALSE,FALSE,"NULL"
"6333","Career Development Institute",34.0457,-118.3861,NA,FALSE,FALSE,FALSE,"NULL"
"6387","The Chicago School of Professional Psychology at Irvine",33.6505,-117.8384,NA,FALSE,FALSE,FALSE,"NULL"
"6392","Woodland Community College",38.6606,-121.7342,NA,FALSE,FALSE,FALSE,"NULL"
"6402","The Chicago School of Professional Psychology at Los Angeles",34.048,-118.2572,NA,FALSE,FALSE,FALSE,"NULL"
"6404","The Chicago School of Professional Psychology at Westwood",34.0593,-118.4461,NA,FALSE,FALSE,FALSE,"NULL"
"6408","California Nurses Educational Institute",33.816,-116.4912,NA,FALSE,FALSE,FALSE,"NULL"
"6409","Central Nursing College",34.0612,-118.3025,79.41,FALSE,FALSE,FALSE,"NULL"
"6410","RWM Fiber Optics",33.8813,-118.2655,NA,FALSE,FALSE,FALSE,"NULL"
"6411","Paul Mitchell the School-Sacramento",38.5949,-121.4173,NA,FALSE,FALSE,FALSE,"NULL"
"6412","Providence Christian College",34.1718,-118.1187,53.28,FALSE,FALSE,FALSE,"88"
"6419","National Career College",34.1954,-118.4487,NA,FALSE,FALSE,FALSE,"NULL"
"6464","ITT Technical Institute-Concord",37.9757,-122.0544,89.26,FALSE,FALSE,FALSE,"NULL"
"6475","Salon Success Academy-Fontana",34.099,-117.4376,NA,FALSE,FALSE,FALSE,"NULL"
"6476","Salon Success Academy-Redlands",34.0623,-117.2189,NA,FALSE,FALSE,FALSE,"NULL"
"6494","San Joaquin Valley College-Hesperia",34.4208,-117.3832,NA,FALSE,FALSE,FALSE,"NULL"
"6505","Milan Institute-Bakersfield",35.3855,-119.0231,NA,FALSE,FALSE,FALSE,"NULL"
"6506","Homestead Schools",33.8086,-118.3502,NA,FALSE,FALSE,FALSE,"NULL"
"6513","InterCoast Colleges-Elk Grove",38.5072,-121.4558,NA,FALSE,FALSE,FALSE,"NULL"
"6514","Horizon University",32.8167,-117.1822,NA,FALSE,FALSE,FALSE,"99"
"6515","San Diego Culinary Institute",32.7643,-117.0238,100,FALSE,FALSE,FALSE,"NULL"
"6516","Beyond 21st Century Beauty Academy",33.9169,-118.0408,NA,FALSE,FALSE,FALSE,"NULL"
"6517","Academy for Jewish Religion-California",34.0704,-118.4386,NA,FALSE,FALSE,FALSE,"80"
"6518","Hollywood Beauty College",38.0012,-121.2939,NA,FALSE,FALSE,FALSE,"NULL"
"6519","Angeles College",34.0617,-118.2991,NA,FALSE,FALSE,FALSE,"NULL"
"6520","Angeles Institute",33.8584,-118.0849,NA,FALSE,FALSE,FALSE,"NULL"
"6521","Paul Mitchell the School-Temecula",33.5063,-117.15,NA,FALSE,FALSE,FALSE,"NULL"
"6598","Kaplan College-Chula Vista",32.6291,-117.0887,NA,FALSE,FALSE,FALSE,"NULL"
"6599","InterCoast Colleges-Roseville",38.7238,-121.2923,NA,FALSE,FALSE,FALSE,"NULL"
"6600","West Coast University-Orange County",33.8111,-117.9115,52.63,FALSE,FALSE,FALSE,"NULL"
"6601","West Coast University-Ontario",34.0657,-117.5908,49.02,FALSE,FALSE,FALSE,"NULL"
"6674","Northern California Institute of Cosmetology Inc",37.7307,-122.1604,NA,FALSE,FALSE,FALSE,"NULL"
"6675","Golden State College of Court Reporting",37.7009,-121.9326,NA,FALSE,FALSE,FALSE,"NULL"
"6676","Preferred College of Nursing-Los Angeles",34.0617,-118.2984,NA,FALSE,FALSE,FALSE,"NULL"
"6677","Trinity Vocational Center",33.8583,-118.2965,NA,FALSE,FALSE,FALSE,"NULL"
"6678","SICE Paul Mitchell Partner School",37.683,-120.9942,NA,FALSE,FALSE,FALSE,"NULL"
"6679","Cosmo Beauty Academy",38.5893,-121.5246,NA,FALSE,FALSE,FALSE,"NULL"
"6680","Paul Mitchell the School-Fresno",36.8095,-119.7814,NA,FALSE,FALSE,FALSE,"NULL"
"6681","Unitek College",37.5095,-121.962,NA,FALSE,FALSE,FALSE,"NULL"
"6682","Gurnick Academy of Medical Arts",37.5472,-122.3085,NA,FALSE,FALSE,FALSE,"NULL"
"6683","Southern California University SOMA",34.0552,-118.2696,NA,FALSE,FALSE,FALSE,"NULL"
"6684","Paul Mitchell the School-East Bay",37.9452,-122.0617,NA,FALSE,FALSE,FALSE,"NULL"
"6721","ITT Technical Institute-Corona",33.819,-117.5085,98.14,FALSE,FALSE,FALSE,"NULL"
"6726","ITT Technical Institute-West Covina",34.0686,-117.9422,100,FALSE,FALSE,FALSE,"NULL"
"6727","ITT Technical Institute-Culver City",33.9817,-118.3959,90.58,FALSE,FALSE,FALSE,"NULL"
"6730","Touro University Worldwide",34.0946,-118.366,88.14,FALSE,FALSE,FALSE,"NULL"
"6731","Touro University California",38.0885,-122.2659,NA,FALSE,FALSE,FALSE,"80"
"6738","Heald College-Modesto",37.7156,-121.0912,NA,FALSE,FALSE,FALSE,"NULL"
"6750","California University of Management and Sciences",33.842,-117.9416,NA,FALSE,FALSE,FALSE,"NULL"
"6763","Everest College-Santa Ana",33.7484,-117.8732,NA,FALSE,FALSE,FALSE,"NULL"
"6764","Moreno Valley College",33.8871,-117.2051,NA,FALSE,FALSE,FALSE,"NULL"
"6767","Norco College",33.9154,-117.568,NA,FALSE,TRUE,FALSE,"NULL"
"6770","Milan Institute of Cosmetology-La Quinta",33.706,-116.2769,NA,FALSE,FALSE,FALSE,"NULL"
"6782","Cambridge Junior College-Woodland",38.6775,-121.7744,86.67,FALSE,FALSE,FALSE,"NULL"
"6788","Allied American University",33.6234,-117.7292,NA,FALSE,FALSE,FALSE,"NULL"
"6822","New York Film Academy",34.136,-118.354,NA,FALSE,FALSE,FALSE,"NULL"
"6824","International College of Cosmetology",37.7751,-122.2207,NA,FALSE,FALSE,FALSE,"NULL"
"6827","Toni & Guy Hairdressing Academy-Modesto",37.6902,-121.061,NA,FALSE,FALSE,FALSE,"NULL"
"6830","Galaxy Medical College",34.1869,-118.3965,NA,FALSE,FALSE,FALSE,"NULL"
"6831","American Medical Sciences Center",34.1465,-118.2566,NA,FALSE,FALSE,FALSE,"NULL"
"6844","Tramy Beauty School",32.7508,-117.0695,NA,FALSE,FALSE,FALSE,"NULL"
"6854","Santa Ana Beauty Academy",33.7667,-117.8357,NA,FALSE,FALSE,FALSE,"NULL"
"6863","Elite Cosmetology School",34.1207,-116.4365,NA,FALSE,FALSE,FALSE,"NULL"
"6866","Twin Rivers Adult School",38.6516,-121.3892,NA,FALSE,FALSE,FALSE,"NULL"
"6867","Bergin University of Canine Studies",38.4287,-122.7336,NA,FALSE,FALSE,FALSE,"NULL"
"6872","Real Barbers College",33.8339,-117.9207,NA,FALSE,FALSE,FALSE,"NULL"
"6880","Ashdown College of Health Sciences",34.0593,-117.2232,NA,FALSE,FALSE,FALSE,"NULL"
"6885","Cinta Aveda Institute",37.7909,-122.4041,NA,FALSE,FALSE,FALSE,"NULL"
"6888","Southern California Health Institute",34.1655,-118.375,NA,FALSE,FALSE,FALSE,"NULL"
"6900","Salinas Beauty College Inc",36.6637,-121.6574,NA,FALSE,FALSE,FALSE,"NULL"
"6901","Academy for Salon Professionals",37.3523,-121.9634,NA,FALSE,FALSE,FALSE,"NULL"
"6909","Academy for Salon Professionals",34.2222,-118.606,NA,FALSE,FALSE,FALSE,"NULL"
"6916","International College of Beauty Arts & Sciences",34.1472,-118.2726,NA,FALSE,FALSE,FALSE,"NULL"
"6918","John Paul the Great Catholic University",32.8996,-117.1077,88.15,FALSE,FALSE,FALSE,"30"
"6931","ITT Technical Institute-Oakland",37.7428,-122.199,90.2,FALSE,FALSE,FALSE,"NULL"
"6935","Carrington College California-Pomona",34.0628,-117.803,100,FALSE,FALSE,FALSE,"NULL"
"6970","CET-Soledad",36.415,-121.3178,NA,FALSE,FALSE,FALSE,"NULL"
"6994","Aveda Institute-Los Angeles",34.0626,-118.4466,NA,FALSE,FALSE,FALSE,"NULL"
"7002","Coast Career Institute",34.0545,-117.3075,NA,FALSE,FALSE,FALSE,"NULL"
"7011","Azusa Pacific Online University",34.1189,-117.8712,NA,FALSE,FALSE,FALSE,"88"
"7033","San Joaquin Valley College-Temecula",33.5256,-117.1669,NA,FALSE,FALSE,FALSE,"NULL"
"7038","Marian Health Careers Center-Van Nuys Campus",34.1777,-118.4661,NA,FALSE,FALSE,FALSE,"NULL"
